"","DIGNIDAD_CODIGO","OP_CODIGO","CANDIDATO_CODIGO","CANDIDATO_ORDEN","CANDIDATO_PROVINCIA_CODIGO","CANDIDATO_CIRCUNSCRIPCION_CODIGO","CANDIDATO_CANTON_CODIGO","CANDIDATO_PARROQUIA_CODIGO","CANDIDATO_NOMBRE","CANDIDATO_SEXO","CANDIDATO_EDAD_EXACTA","CANDIDATO_GRUPOS_DE_EDAD","SUPLENTE_NOMBRE.1","SUPLENTE_SEXO.1","SUPLENTE_EDAD_EXACTA.1","SUPLENTE_GRUPOS_DE_EDAD.1","SUPLENTE_NOMBRE.2","SUPLENTE_SEXO.2","SUPLENTE_EDAD_EXACTA.2","SUPLENTE_GRUPOS_DE_EDAD.2"
"1",1,9,1000001,1,0,0,0,0,"NOBOA PONTON ALVARO FERNANDO                                                                        ","HOMBRES",62.241095890411,"DE 45 A MENOS DE 65 AÑOS","AZIN ARCE ANNABELLA EMMA                                                                            ","MUJERES",52.7369863013699,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"2",1,3,1000002,1,0,0,0,0,"CORREA DELGADO RAFAEL VICENTE                                                                       ","HOMBRES",49.8684931506849,"DE 45 A MENOS DE 65 AÑOS","GLAS ESPINEL JORGE DAVID                                                                            ","HOMBRES",44.4465753424658,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"3",1,12,1000003,1,0,0,0,0,"WRAY REYES NORMAN STEF                                                                              ","HOMBRES",43.1616438356164,"DE 30 A MENOS DE 45 AÑOS","MENDOZA CASTRO ANGELA ROSA                                                                          ","MUJERES",38.7205479452055,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"4",1,7,1000004,1,0,0,0,0,"ACOSTA ESPINOSA ALBERTO JOSE                                                                        ","HOMBRES",64.5768620405719,"DE 45 A MENOS DE 65 AÑOS","CAICEDO CAICEDO MARCIA ELENA                                                                        ","MUJERES",38.6356164383562,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"5",1,4,1000005,1,0,0,0,0,"GUTIERREZ BORBUA LUCIO EDWIN                                                                        ","HOMBRES",55.9068493150685,"DE 45 A MENOS DE 65 AÑOS","BOYES FULLER PEARL ANN                                                                              ","HOMBRES",43.5095890410959,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"6",1,8,1000006,1,0,0,0,0,"LASSO MENDOZA GUILLERMO ALBERTO SANTIAGO                                                            ","HOMBRES",57.2547945205479,"DE 45 A MENOS DE 65 AÑOS","SOLINES MORENO JUAN CARLOS                                                                          ","HOMBRES",45.691661052474,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"7",1,1,1000007,1,0,0,0,0,"ZAVALA AVELLAN NELSON MARTIN                                                                        ","HOMBRES",53.0163934426229,"DE 45 A MENOS DE 65 AÑOS","CEVALLOS CAPURRO DENNY MARELY                                                                       ","MUJERES",62.6739726027397,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"8",1,13,1000008,1,0,0,0,0,"RODAS ESPINEL MAURICIO ESTEBAN                                                                      ","HOMBRES",37.8438356164384,"DE 30 A MENOS DE 45 AÑOS","MANZANO DIAZ INES MARIA                                                                             ","MUJERES",42.8821917808219,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"9",7,8,7010001,1,1,0,0,0,"CEVALLOS MUÑOZ ANA LUCIA                                                                           ","MUJERES",47.6027397260274,"DE 45 A MENOS DE 65 AÑOS","ANDRADE AVILA JULIO ANDRE                                                                           ","HOMBRES",33.7189834568456,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"10",7,8,7010002,2,1,0,0,0,"CRESPO AMPUDIA CARLOS MARIO                                                                         ","HOMBRES",42.1369863013699,"DE 30 A MENOS DE 45 AÑOS","CUESTA ORELLANA MARIA DE LOURDES                                                                    ","MUJERES",37.3856501235122,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"11",7,8,7010003,3,1,0,0,0,"AGUILAR DIAZ SILVIA PATRICIA                                                                        ","MUJERES",41.1479452054795,"DE 30 A MENOS DE 45 AÑOS","PANDI CAJAMARCA JUAN BAUTISTA                                                                       ","HOMBRES",43.227397260274,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"12",7,8,7010004,4,1,0,0,0,"LOYOLA DONOSO GUILLERMO JOSE                                                                        ","HOMBRES",55.2575342465753,"DE 45 A MENOS DE 65 AÑOS","LOPEZ CASTILLO MARIANA DE JESUS                                                                     ","MUJERES",58.8219178082192,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"13",7,8,7010005,5,1,0,0,0,"ALBA CRESPO CARLA CRISTINA                                                                          ","MUJERES",28.6397035706265,"MENOS DE 30 AÑOS","SAMANIEGO PROCEL VICTOR MIGUEL                                                                      ","HOMBRES",54.841095890411,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"14",7,3,7010006,1,1,0,0,0,"ALVARADO CARRION ROSANA                                                                             ","MUJERES",35.9945205479452,"DE 30 A MENOS DE 45 AÑOS","CABRERA FAJARDO SEGUNDO CESAR                                                                       ","HOMBRES",58.6630136986301,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"15",7,3,7010007,2,1,0,0,0,"LARRIVA ALVARADO OSCAR OSWALDO                                                                      ","HOMBRES",66.5945205479452,"DE 65 AÑOS Y MÁS","JAIGUA ALVARADO CELIA MARIA                                                                         ","MUJERES",51.5945205479452,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"16",7,3,7010008,3,1,0,0,0,"MUÑOZ VICUÑA MARIANGEL                                                                            ","MUJERES",30.4438356164384,"DE 30 A MENOS DE 45 AÑOS","ORDOÑEZ ALMEIDA FAUSTO EFRAIN                                                                      ","HOMBRES",43.3123287671233,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"17",7,3,7010009,4,1,0,0,0,"VINTIMILLA JARRIN DIEGO ARMANDO                                                                     ","HOMBRES",23.8849315068493,"MENOS DE 30 AÑOS","PONCE RUBIO ELVIA AZUCENA                                                                           ","MUJERES",40.3095890410959,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"18",7,3,7010010,5,1,0,0,0,"GUZMAN OCHOA LILIANA MAURA                                                                          ","MUJERES",36.647900291938,"DE 30 A MENOS DE 45 AÑOS","RODAS MARCA CARLOS EDUARDO                                                                          ","HOMBRES",31.572602739726,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"19",7,4,7010011,1,1,0,0,0,"AGUIRRE CORDERO ESTUARDO FERNANDO                                                                   ","HOMBRES",44.2845123137959,"DE 30 A MENOS DE 45 AÑOS","MENDEZ SANMARTIN SILVIA SUSANA                                                                      ","MUJERES",23.772602739726,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"20",7,4,7010012,2,1,0,0,0,"ROMERO ALVARRACIN AIDA MARIA                                                                        ","MUJERES",37.5835616438356,"DE 30 A MENOS DE 45 AÑOS","AUQUILLA FAJARDO FREDDY PATRICIO                                                                    ","HOMBRES",31.8602739726027,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"21",7,4,7010013,3,1,0,0,0,"GODOY HERNAN DE JESUS                                                                               ","HOMBRES",52.2462609476757,"DE 45 A MENOS DE 65 AÑOS","VASQUEZ CABRERA KARLA ALEXANDRA                                                                     ","MUJERES",27.4191780821918,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"22",7,4,7010014,4,1,0,0,0,"SALAZAR CEDILLO DOLORES ELIZABETH                                                                   ","MUJERES",38.7013698630137,"DE 30 A MENOS DE 45 AÑOS","PLAZA TIPAN JUAN VICENTE                                                                            ","HOMBRES",32.1287671232877,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"23",7,4,7010015,5,1,0,0,0,"ALVAREZ ORTIZ HERNAN PATRICIO                                                                       ","HOMBRES",49.5369863013699,"DE 45 A MENOS DE 65 AÑOS","BERMEO CABRERA ROSA GERARDINA                                                                       ","MUJERES",55.1671232876712,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"24",7,12,7010016,1,1,0,0,0,"ABRIL MOGROVEJO FELIPE ADRIANO                                                                      ","HOMBRES",39.1013698630137,"DE 30 A MENOS DE 45 AÑOS","RODAS BACULIMA SILVIA ALEJANDRA                                                                     ","MUJERES",32.841095890411,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"25",7,12,7010017,2,1,0,0,0,"MALQUIN MAURA ANDREA ESTEFANIA                                                                      ","MUJERES",23.6328767123288,"MENOS DE 30 AÑOS","CORNEJO NARVAEZ FABIAN GEOVANNY                                                                     ","HOMBRES",25.7463058612172,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"26",7,12,7010018,3,1,0,0,0,"ANDRADE OCHOA DIEGO ESTEBAN                                                                         ","HOMBRES",52.8391571225391,"DE 45 A MENOS DE 65 AÑOS","GALARZA QUIROZ ROSA ELENA                                                                           ","MUJERES",25.8228085934576,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"27",7,12,7010019,4,1,0,0,0,"MACHADO SALAMEA MARIA DOLORES                                                                       ","MUJERES",32.9566434613369,"DE 30 A MENOS DE 45 AÑOS","GUILLERMO PENAFIEL JULIO MARCELO                                                                    ","HOMBRES",57.9020435661352,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"28",7,12,7010020,5,1,0,0,0,"FARFAN FLORES HORLANDO ARTURO                                                                       ","HOMBRES",41.5917808219178,"DE 30 A MENOS DE 45 AÑOS","ANTELO BRAVO MARIA ANGELICA                                                                         ","MUJERES",45.9320982109439,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"29",7,1001,7010021,1,1,0,0,0,"ASTUDILLO ROMERO CESAR JAIME                                                                        ","HOMBRES",59.6794520547945,"DE 45 A MENOS DE 65 AÑOS","VINTIMILLA PALACIOS ELIZABETH BEATRIZ                                                               ","MUJERES",53.2463058612172,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"30",7,1001,7010022,2,1,0,0,0,"ORDOÑEZ ESCUDERO MARIA DE LOURDES                                                                  ","MUJERES",32.6397035706265,"DE 30 A MENOS DE 45 AÑOS","TENESACA CALLE FABIAN PATRICIO                                                                      ","HOMBRES",39.9123287671233,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"31",7,1001,7010023,3,1,0,0,0,"CAMACHO PAUTA PEDRO FELIPE                                                                          ","HOMBRES",48.9785013848342,"DE 45 A MENOS DE 65 AÑOS","AUQUILLA ORELLANA VERONICA ALEXANDRA                                                                ","MUJERES",27.9534246575342,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"32",7,1001,7010024,4,1,0,0,0,"BERMEO MEJIA JENNY ALEXANDRA                                                                        ","MUJERES",29.6328767123288,"MENOS DE 30 AÑOS","ESCANDON TIBILLIN CARLOS ARMANDO                                                                    ","HOMBRES",47.9424657534247,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"33",7,1001,7010025,5,1,0,0,0,"TORRES CHAMORRO MARLON ALBERTO                                                                      ","HOMBRES",27.8794520547945,"MENOS DE 30 AÑOS","OCHOA ORTIZ GISSELLA ALEXANDRA                                                                      ","MUJERES",22.5232876712329,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"34",7,1,7010026,1,1,0,0,0,"RAMOS BARRIOS GIANCARLO PAOLO                                                                       ","HOMBRES",34.4602739726027,"DE 30 A MENOS DE 45 AÑOS","LITARDO BUENANO ANNY ELIZABETH                                                                      ","MUJERES",35.372602739726,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"35",7,1,7010027,2,1,0,0,0,"QUINTANILLA DELGADO YESSENIA DE LOS ANGELES                                                         ","MUJERES",33.0737704918033,"DE 30 A MENOS DE 45 AÑOS","BARBA COELLO WILLIANS VICENTE                                                                       ","HOMBRES",40.7506849315068,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"36",7,1,7010028,3,1,0,0,0,"MALDONADO AREVALO JUAN PATRICIO                                                                     ","HOMBRES",37.3616438356164,"DE 30 A MENOS DE 45 AÑOS","AGUIRRE TIGRE MIRIAM BEATRIZ                                                                        ","MUJERES",43.3095890410959,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"37",7,1,7010029,4,1,0,0,0,"CHACA LUCERO MONICA ALEXANDRA                                                                       ","MUJERES",30.427397260274,"DE 30 A MENOS DE 45 AÑOS","MERCHAN ALBORNOZ ANDRES EDUARDO                                                                     ","HOMBRES",26.6356164383562,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"38",7,1,7010030,5,1,0,0,0,"GOMEZ VALDIVIESO KAISER ESTEBAN                                                                     ","HOMBRES",35.0054794520548,"DE 30 A MENOS DE 45 AÑOS","PEREZ VICTORIA GERARDINA                                                                            ","MUJERES",34.5205479452055,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"39",7,10,7010031,1,1,0,0,0,"NEGRETE VILLALTA CESAR ANTONIO                                                                      ","HOMBRES",57.9780821917808,"DE 45 A MENOS DE 65 AÑOS","ORELLANA PROAÑO MIRIAM FERNANDA                                                                    ","MUJERES",25.8310053147691,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"40",7,10,7010032,2,1,0,0,0,"DELGADO ORELLANA SUSANA DEL CARMEN                                                                  ","MUJERES",41.427397260274,"DE 30 A MENOS DE 45 AÑOS","QUIZHPE BARBECHO EFRAIN                                                                             ","HOMBRES",70.0027322404372,"DE 65 AÑOS Y MÁS","                                                                                                    ",NA,NA,NA
"41",7,10,7010033,3,1,0,0,0,"ORTIZ REYES JOSE GERARDO                                                                            ","HOMBRES",53.9945205479452,"DE 45 A MENOS DE 65 AÑOS","PLAZA CARMEN                                                                                        ","MUJERES",62.8767123287671,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"42",7,10,7010034,4,1,0,0,0,"MUÑOZ ZEAS CRISTINA BELEN                                                                          ","MUJERES",22.2821917808219,"MENOS DE 30 AÑOS","ORELLANA FLORES ANGEL EFRAIN                                                                        ","HOMBRES",30.4191780821918,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"43",7,10,7010035,5,1,0,0,0,"LOPEZ PEREZ HUGO EFRAIN                                                                             ","HOMBRES",52.595987723632,"DE 45 A MENOS DE 65 AÑOS","ARICHABALA CRESPO DUNIA MAGDALENA                                                                   ","MUJERES",36.1397260273973,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"44",7,9,7010036,1,1,0,0,0,"VELEZ NUÑEZ JORGE LEONARDO                                                                         ","HOMBRES",61.1753424657534,"DE 45 A MENOS DE 65 AÑOS","VELEZ PARRA MARY CARMEN                                                                             ","MUJERES",22.9808219178082,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"45",7,9,7010037,2,1,0,0,0,"FLOR GUAMBO EUGENIA GIOVANNA                                                                        ","MUJERES",49.7917808219178,"DE 45 A MENOS DE 65 AÑOS","JERVES CARRASCO PABLO ARMANDO                                                                       ","HOMBRES",24.4493150684931,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"46",7,9,7010038,3,1,0,0,0,"GONZALEZ AVENDAÑO LUIS EDUARDO                                                                     ","HOMBRES",43.9150684931507,"DE 30 A MENOS DE 45 AÑOS","ROGEL SANCHEZ JUDITH JULISSA                                                                        ","MUJERES",38.3150684931507,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"47",7,9,7010039,4,1,0,0,0,"MANCHENO AREVALO NATALIA CARIDAD                                                                    ","MUJERES",22.972602739726,"MENOS DE 30 AÑOS","PARRA IZQUIERDO JORGE WILSON                                                                        ","HOMBRES",61.7982184295232,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"48",7,9,7010040,5,1,0,0,0,"CAPELO CARPIO PABLO HUMBERTO                                                                        ","HOMBRES",53.5753424657534,"DE 45 A MENOS DE 65 AÑOS","CABRERA HERAS BELLA AMERICA                                                                         ","MUJERES",60.2630136986301,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"49",7,6,7010041,1,1,0,0,0,"ORDOÑEZ OCHOA RAMIRO OSWALDO                                                                       ","HOMBRES",34.5671232876712,"DE 30 A MENOS DE 45 AÑOS","MEJIA IÑIGUEZ SILVIA KATIUSCA                                                                      ","MUJERES",34.8986301369863,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"50",7,6,7010042,2,1,0,0,0,"ZABALA LITUMA MARIANA ELIZABETH DEL ROCIO                                                           ","MUJERES",49.3561643835616,"DE 45 A MENOS DE 65 AÑOS","FAJARDO MOSCOSO XAVIER ENRIQUE                                                                      ","HOMBRES",35.1205479452055,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"51",7,6,7010043,3,1,0,0,0,"UGALDE VASQUEZ ANDRES FRANCISCO                                                                     ","HOMBRES",33.9424657534247,"DE 30 A MENOS DE 45 AÑOS","SAAVEDRA ABRIL KARINA ALEXANDRA                                                                     ","MUJERES",27.0931506849315,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"52",7,6,7010044,4,1,0,0,0,"PESANTEZ BISANTI GISSELLE NATALIE                                                                   ","MUJERES",24.4785013848342,"MENOS DE 30 AÑOS","VASQUEZ ABAD JUAN EDUARDO                                                                           ","HOMBRES",34.3205479452055,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"53",7,6,7010045,5,1,0,0,0,"ORMAZA MACHUCA DIEGO ESTEBAN                                                                        ","HOMBRES",26.3698630136986,"MENOS DE 30 AÑOS","PASTOR MACHADO ANABEL PATRICIA                                                                      ","MUJERES",30.7479452054795,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"54",7,11,7010046,1,1,0,0,0,"HERNANDEZ SIAVICHAY VICTOR MIGUEL                                                                   ","HOMBRES",67.386301369863,"DE 65 AÑOS Y MÁS","PEÑA RIOS MARIA EULALIA                                                                            ","MUJERES",39.2109589041096,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"55",7,11,7010047,2,1,0,0,0,"MUÑOZ MORENO JOHANNA ROSALIA                                                                       ","MUJERES",27.3342465753425,"MENOS DE 30 AÑOS","RODAS HURTADO JOSELITO NEPTALI                                                                      ","HOMBRES",53.9430271726926,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"56",7,11,7010048,3,1,0,0,0,"RODRIGUEZ ALMEIDA PABLO JAVIER                                                                      ","HOMBRES",42.786301369863,"DE 30 A MENOS DE 45 AÑOS","CRESPO PESANTEZ JOHANNA DE LA NUBE                                                                  ","MUJERES",30.0573770491803,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"57",7,11,7010049,4,1,0,0,0,"HERNANDEZ CORONEL GISSELA ALEXANDRA                                                                 ","MUJERES",24.9839658657085,"MENOS DE 30 AÑOS","MUÑOZ MORENO WILSON DAVID                                                                          ","HOMBRES",21.3583277191407,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"58",7,11,7010050,5,1,0,0,0,"MOSCOSO PAREDES ESTEBAN RAFAEL                                                                      ","HOMBRES",35.1424657534247,"DE 30 A MENOS DE 45 AÑOS","LEON PALACIOS MARIELA ESTEFANIA                                                                     ","MUJERES",25.571442473239,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"59",7,13,7010051,1,1,0,0,0,"ESPINOZA MOSQUERA MARLON XAVIER                                                                     ","HOMBRES",38.9808219178082,"DE 30 A MENOS DE 45 AÑOS","CHACON MOREJON MARIA CARIDAD                                                                        ","MUJERES",26.2767123287671,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"60",7,13,7010052,2,1,0,0,0,"BRITO CORDERO VALERIA CAROLINA                                                                      ","MUJERES",18.5041095890411,"MENOS DE 30 AÑOS","MALDONADO PEÑA PAUL                                                                                ","HOMBRES",40.1452054794521,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"61",7,13,7010053,3,1,0,0,0,"SANCHEZ ORTIZ FAUSTO FERNANDO                                                                       ","HOMBRES",28.5659330788233,"MENOS DE 30 AÑOS","SANCHEZ ORTIZ DIANA ROCIO                                                                           ","MUJERES",23.613698630137,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"62",7,13,7010054,4,1,0,0,0,"MUÑOZ CARRASCO MARIA ALICIA                                                                        ","MUJERES",50.0383561643836,"DE 45 A MENOS DE 65 AÑOS","TOLEDO FAJARDO KLEVER RAMIRO                                                                        ","HOMBRES",29.9430271726926,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"63",7,13,7010055,5,1,0,0,0,"SIAVICHAY CAJAMARCA ADRIAN FERNANDO                                                                 ","HOMBRES",27.3835616438356,"MENOS DE 30 AÑOS","NIETO TORRES MARIA VERONICA                                                                         ","MUJERES",38.627397260274,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"64",7,1003,7010056,1,1,0,0,0,"PALACIOS DOMINGUEZ CRISTIAN GEOVANNY                                                                ","HOMBRES",34.1780821917808,"DE 30 A MENOS DE 45 AÑOS","AREVALO CHUCHUCA MARTHA ALEXANDRA                                                                   ","MUJERES",28.6082191780822,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"65",7,1003,7010057,2,1,0,0,0,"MORALES ULLOA MARIA FERNANDA                                                                        ","MUJERES",21.0573770491803,"MENOS DE 30 AÑOS","CARBO ORDOÑEZ DANIEL AURELIO                                                                       ","HOMBRES",28.7643835616438,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"66",7,1003,7010058,3,1,0,0,0,"CARTUCHE CARTUCHE ANGEL VICENTE                                                                     ","HOMBRES",44.5222172318287,"DE 30 A MENOS DE 45 AÑOS","ANDRADE SERPA DALILA PIEDAD                                                                         ","MUJERES",28.0328767123288,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"67",7,1003,7010059,4,1,0,0,0,"ORDOÑEZ CUEVA DORA AZUCENA                                                                         ","MUJERES",34.5232876712329,"DE 30 A MENOS DE 45 AÑOS","MENDEZ PEREZ SANTIAGO ANDRES                                                                        ","HOMBRES",28.386301369863,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"68",7,1003,7010060,5,1,0,0,0,"CEVALLOS VIVAR RODRIGO SEBASTIAN                                                                    ","HOMBRES",30.5369863013699,"DE 30 A MENOS DE 45 AÑOS","ULLAURI VALLEJO ROSA GERMANIA                                                                       ","MUJERES",56.7150684931507,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"69",7,4,7020001,1,2,0,0,0,"TAPIA LOMBEYDA LUIS FERNANDO                                                                        ","HOMBRES",63.9013698630137,"DE 45 A MENOS DE 65 AÑOS","MERA RODRIGUEZ MARIA PAULINA                                                                        ","MUJERES",37.2708960251516,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"70",7,4,7020002,2,2,0,0,0,"CANDO BENAVIDES MARIA VERONICA                                                                      ","MUJERES",23.8876712328767,"MENOS DE 30 AÑOS","PARRALES BENAVIDES JOSE LUIS                                                                        ","HOMBRES",30.1065573770492,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"71",7,4,7020003,3,2,0,0,0,"VERDEZOTO BOSQUEZ REGULO VICENTE                                                                    ","HOMBRES",47.6958904109589,"DE 45 A MENOS DE 65 AÑOS","ERAZO COBOS VIVIANA ALEXANDRA                                                                       ","MUJERES",34.068306010929,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"72",7,8,7020004,1,2,0,0,0,"SOLANO MORENO MANUEL ESTUARDO                                                                       ","HOMBRES",40.2927090351074,"DE 30 A MENOS DE 45 AÑOS","ESPINOZA VERDEZOTO SONIA CECILIA                                                                    ","MUJERES",27.4493150684931,"MENOS DE 30 AÑOS","                                                                                                    ",NA,NA,NA
"73",7,8,7020005,2,2,0,0,0,"CALERO NAVAS CLAUDIA EUGENIA                                                                        ","MUJERES",49.2438356164384,"DE 45 A MENOS DE 65 AÑOS","VERDEZOTO PAREDES EDUARDO WILLIAM                                                                   ","HOMBRES",48.6849315068493,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"74",7,8,7020006,3,2,0,0,0,"ARIAS SORIA JORGE ALFREDO                                                                           ","HOMBRES",53.1972602739726,"DE 45 A MENOS DE 65 AÑOS","VARGAS GUILLIN NEI YOLANDA                                                                          ","MUJERES",49.0876712328767,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"75",7,7,7020007,1,2,0,0,0,"TORRES ESPINOSA WASHINGTON RAMSSES                                                                  ","HOMBRES",45.6356164383562,"DE 45 A MENOS DE 65 AÑOS","MUÑOZ SANGACHE MONICA PATRICIA                                                                     ","MUJERES",41.3419342765177,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"76",7,7,7020008,2,2,0,0,0,"TARIS NARANJO MARIA TERESA                                                                          ","MUJERES",47.3342465753425,"DE 45 A MENOS DE 65 AÑOS","GRANJA PAZMIÑO BENJAMIN SAMUEL                                                                     ","HOMBRES",40.0657534246575,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"77",7,7,7020009,3,2,0,0,0,"BARRAGAN MEDINA JAIME FERNANDO                                                                      ","HOMBRES",41.3643835616438,"DE 30 A MENOS DE 45 AÑOS","CHIMBO PATIN MARTHA HILDA                                                                           ","MUJERES",31.4876712328767,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"78",7,14,7020010,1,2,0,0,0,"CHAVEZ CANALES HOLGER EZEQUIEL                                                                      ","HOMBRES",48.8637472864735,"DE 45 A MENOS DE 65 AÑOS","SALAZAR PAUCAR MARGOD ELISAVED                                                                      ","MUJERES",44.6,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"79",7,14,7020011,2,2,0,0,0,"TENELEMA TARIS PIEDAD NORMA                                                                         ","MUJERES",33.9260273972603,"DE 30 A MENOS DE 45 AÑOS","VEGA GUZMAN IVAN ROBERTO                                                                            ","HOMBRES",34.9808219178082,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
"80",7,14,7020012,3,2,0,0,0,"SOLANO MORENO ALEX FABIAN                                                                           ","HOMBRES",38.8383561643836,"DE 30 A MENOS DE 45 AÑOS","DAHIK ASTUDILLO REYTA GIOMAR                                                                        ","MUJERES",45.9375626918183,"DE 45 A MENOS DE 65 AÑOS","                                                                                                    ",NA,NA,NA
"81",7,9,7020013,1,2,0,0,0,"RIVADENEIRA ILVES CARLOS WILFRIDO                                                                   ","HOMBRES",53.9945205479452,"DE 45 A MENOS DE 65 AÑOS","GUANANGA ZUÑIGA FLOR MARIA                                                                         ","MUJERES",41.2053222546598,"DE 30 A MENOS DE 45 AÑOS","                                                                                                    ",NA,NA,NA
